^:<name=gwgz footnote=ck nocheck=true>	note
180.12	此言义帝之存亡关乎范增之祸福。
180.13	三人生死去就，最相关涉。推原出来，正见增之去，当于杀卿子冠军时也。
180.14	反振二句，结过疑增不待陈平意。
180.15	借遣沛公引起识卿子冠军。
180.16	叹义帝之贤，以起羽与义帝势不两立。
180.17	申上“羽杀卿子冠军，是弑义帝之兆”句。
180.18	空中著想，妙。
180.19	申上“弑义帝则疑增之本”句。
180.20	救赵时，项羽为次将，范增为末将，故曰“比肩事义帝”。
180.21	代增处置一番。
180.22	责增之不能知几，由于不明去就之分，最有关锁。
180.23	结尾作赞叹语，尽抑扬之致。
181.1	蘇軾
181.2	Main|留侯論
181.3	伏能忍。
181.4	不能忍者。
181.5	猝。
181.6	能忍者。○能忍不能忍，是一篇主意。
181.7	夷。
181.8	楚人谓桥为圯。《史记》：张良尝游下邳圯上，有一老父，衣褐至良所，直堕其履圯下，顾谓良曰：“孺子，下取履！”良愕然，欲殴之。为其老，强忍下取履。父曰：“履我！”良业为取履，因长跪履之。父以足受，笑而去。去里所，复还曰：“孺子可教矣。”约后五日平明，会圯上。怒良后至者再。最后出一编书曰：“读此则为王者师矣。后十年兴。十三年，孺子见我济北谷城山下，黄石即我矣。”遂去，不复见。○入事。
181.9	看老人事，非渺茫鬼怪。特作翻案，妙。
181.10	深入一层发议，此句乃一篇之头也。
181.11	升。
181.12	上声。
181.13	孟贲。
181.14	夏育。
181.15	有大勇者，当此时自能忍之。
181.16	良，韩人，其先五世相韩。秦灭韩，良欲为韩报仇。求得力士，为铁椎重百二十斤，狙击秦皇帝博浪沙中，误中副车。秦皇帝大怒，大索天下十日，弗获。○此正不能忍之故。先抑一笔。
181.17	两刺客。
181.18	再抑一笔。
181.19	惜其不能忍。
181.20	上声。
181.21	忝。
181.22	鲜腆，言不为礼也。
181.23	此段见老人以一“忍”字造就子房。是解上文“意不在书”一句。
181.24	郑伯能忍。
181.25	句践能忍。
181.26	此下又提前语申论之。前只虚括，此乃实发。
181.27	子房之于老人，可谓卒然临之而不惊，无故加之而不怒矣。虽有秦皇、项籍，亦不能惊而怒之也。○此段极写子房之能忍，以见其为天下之大勇。
181.28	忽推论到高祖、项籍，正欲说归子房。
181.29	高祖能忍，由子房教之，所谓“忍小忿而就大谋”者以此。
181.30	淮阴侯韩信请为假王，汉王大怒，张良蹑汉王足，因附耳语，汉王悟，立信为齐王。○举一事，以明子房教高祖能忍。
181.31	去声。
181.32	《史记·留侯世家》赞：“余以为其人计魁梧奇伟，至见其图，状貌如妇人好女。”
181.33	淡语作收，含蓄多少！
182.1	蘇軾
182.2	Main|賈誼論
182.3	贾谊，雒阳人，年二十馀文帝召以为博士，一岁中至大中大夫。天子议以为贾生任公卿之位，绛、灌之属尽害之，乃短贾生，帝于是疏之，出为长沙王太傅。后召对宣室，拜为梁王太傅。因上疏曰：“臣窃惟今之事势，可为痛哭者一，可为流涕者二，可为长太息者六。”帝虽纳其言，而终不见用。卒以自伤哭泣而死，年三十三。○一起断尽，立一篇主意。
182.4	以其不能待且忍，故云自取。○申“不能自用其才”句。
182.5	冷语破的。
182.6	荆，楚本号。将适楚，而先使二子继往者，盖欲观楚之可仕与否，而谋其可处之位欤。
182.7	得君勤。一引。
182.8	爱君厚。一引。
182.9	爱身至。一引。
182.10	得此一锁，方可接到贾生。
182.11	此段说出得君勤、爱君厚、爱身至，必如是始可以无憾。摹写古圣贤用世之不苟，以责贾生。见得贾生欲得君甚勤，但爱君不厚，爱身不至耳。故曰“生之不能用汉文也”，甚有意味。
182.12	帝初封代王，孝惠无嗣，大臣迎立之。始至渭桥，大尉勃跪上天子玺符。
182.13	高后时，诸吕欲危刘氏。大将军灌婴，与齐王襄连和，以待吕氏之变，共诛之。
182.14	此言其上疏中之意。○此段发明贾生不善用才之故。
182.15	恣。
182.16	代为贾生画策。
182.17	责倒贾生，觉《治安》等篇，俱属无谓。
182.18	有“造托湘流兮，敬吊先生”句。
182.19	同跃。
182.20	有“予独抑郁其谁语？凤缥缥其高逝兮，夫固自引而远去”句。
182.21	梁王骑堕马而死，贾生自伤为傅无状，哭泣岁馀，亦死。
182.22	不善处穷，即不能自用意。
182.23	文情开宕。
182.24	总断二句，是“不能用汉文”之本，一字一惜。
182.25	胃。
182.26	扶。
182.27	秦王苻坚，因吕婆楼以招王猛。一见大悦，自谓如刘玄德之遇诸葛孔明也，乃以国事任之。○借苻坚能用王猛，正归过汉文不能用贾生，此一转尤妙。
182.28	二十一字为一句。○补出人主当怜才意。
182.29	仍归结到本身上去。○双关作收，深情远想，无限低徊。
183.1	蘇軾
183.2	Main|鼂錯論
183.3	暗说景帝时诸侯强大。
183.4	开。
183.5	钮。
183.6	狃，习也。○阖。暗说晁错建言削诸侯。
183.7	三句为一篇关键。
183.8	暗说晁错非其伦。○一段是冒。
183.9	暗说景帝时。
183.10	暗说削七国。
183.11	所谓出身犯难。
183.12	暗说错居守。
183.13	暗说使天子将。
183.14	暗说诛错。○一段是承。○以上两段，摄尽通篇大意。
183.15	潮。
183.16	景帝三年，晁错患七国强大，请削诸侯郡县。吴王濞、胶西王卬、胶东王雄渠、菑川王贤、济南王辟光、楚王戊、赵王遂，合兵反。罪状晁错，欲共诛之。帝与错议出军事，错欲令上自将，而身居守。袁盎素与错有隙，因言唯斩错可以谢诸侯，帝遂斩错东市。○入事。
183.17	一句断定，全篇俱发此句。
183.18	惟坚忍不拔，故能从容收功。伏下“徐”字，反照下“骤”字。
183.19	会。
183.20	借禹作证，为立论之根。
183.21	不能“徐为之图”。
183.22	不能“前知其当然”。
183.23	一句指出晁错破绽。通篇从此发议。
183.24	紧喝一句。
183.25	应前“求名”。
183.26	应前“祸”字。
183.27	断尽晁错，与袁盎何与耶？
183.28	承上递下。
183.29	正见受祸皆错自取。
183.30	翠。
183.31	火入水为淬。砺，磨也。
183.32	此段是代为错计，作正意收住。
183.33	又唤醒。
183.34	到底只责其不自将，收足“出身犯难”意。
183.35	收上“错有以取之”句。
184.1	蘇軾
184.2	《鴟鴞》，《國風》篇名。周公相成王，管、蔡流言於國曰公將不利於孺子。故周公東徵二年，而成王猶未知周公之意，公乃作《鴟鴞》之詩以貽王。《君奭》，《周書》篇名。君者，尊之之稱。奭，召公名也。成王幼，周公攝政，當國踐祚。召公疑之，乃作《君奭》。○劈頭嘆周公起，奇絶。
184.3	《史記》。
184.4	接手又羨孔子，更奇。○通篇以“樂”字為主。
184.5	富貴而不樂，貧賤而足樂，此周公所以不如夫子也。○雙收周公、孔子，暗以孔子比歐、梅，以其徒自比，意最高，而自處亦高。
184.6	先出歐陽公。
184.7	次出梅公。
184.8	歐、梅之樂只虛寫，妙。
184.9	即作詩及詞、賦之類。
184.10	欲寫其得見，先寫其不得見。文勢開拓。
184.11	嘉祐二年，歐陽文忠公考試禮部進士，疾時文之詭異，思有以救之。梅聖兪時與其事，得公《論刑賞》以示文忠，文忠驚喜，以為異人。欲以冠多士，疑曾子固所為——子固，文忠門下士也——乃置公第二。○“不為世俗之文”，應上“脫去世俗之樂”，正見知己處。
184.12	祝。
184.13	以上敍歐、梅之識拔，自己之遭遇，極為淋灕酣暢。
184.14	應前富貴、貧賤。
184.15	占地步多少。
184.16	自東坡説出自己之眞樂，乃一篇之關鍵。
184.17	引成語四句收住。
184.18	末復以“樂乎斯道”專頌梅公，是“樂”字結穴。
185.1	蘇軾
185.2	起筆便將「喜雨亭」三字拆開，倒點出，已盡一篇之意。
185.3	釋所以志喜之意。
185.4	唐叔得禾，異母同穎，獻之成王。成王命唐叔以饋周公於東土。周公嘉天子之命，作《嘉禾》。
185.5	漢武帝元狩六年夏，得寶鼎汾水上，改元爲元鼎元年。
185.6	魯文公十一年，叔孫得臣獲長狄僑如，乃名其子曰僑如。
185.7	引古爲證。
185.8	先記作亭。
185.9	縱一筆，下便可用「既而」字轉，文始曲折。
185.10	跌一句，借「憂」字形出「喜」字。
185.11	又跌一句。
185.12	次記雨。
185.13	「慶」、「歌」、「忭」三字，易法。
185.14	次記喜。
185.15	緊接此句，妙。雨更不可不喜，喜更不可不志，志喜更不可不以名亭在此。
185.16	祝。
185.17	開出波瀾。
185.18	更五日也。
185.19	更十日也。
185.20	同薦。
185.21	以無雨之可憂，形出得雨之可樂。
185.22	應前「示不忘」，結住。
185.23	如。
185.24	一眼注著亭，卻不肯一筆便說亭。
185.25	歌非餘文。蓋喜雨固必志，而志喜雨何故卻於亭？此理還未說出，因借歌以發之。
186.1	蘇軾
186.2	笔亦凌虚而起。
186.3	终南山，在陕西西安府。
186.4	丽，附也。
186.5	应“宜若”句。
186.6	点出台。
186.7	计。
186.8	叙未筑台之先。
186.9	叙既筑台之后。“恍然不知”二句，正写凌虚意。
186.10	点出名台。
186.11	点出作记。
186.12	提句寄想甚远。
186.13	台从无而有，是说兴、成。
186.14	台自有而无，是说废、毁。
186.15	祈年、橐泉，皆宫名。
186.16	昨。○长杨，较猎之所。五柞，祀神宫。
186.17	仁寿，隋文宫名。九成，唐太宗所建宫，以避暑。
186.18	例兴、成。
186.19	例废、毁。○凭吊今古，唏嘘感慨，欲歌欲泣。
186.20	推进一层说。
186.21	托意有在，而不说出，妙。
187.1	蘇軾
187.2	“乐”字，是一篇主意。
187.3	醨，薄酒。
187.4	此即蔬食饮水乐在其中，箪食瓢饮不改其乐意。○一起便见超然。
187.5	指富贵利达。
187.6	不超然则不乐。
187.7	福可喜，祸可悲，今以求福辞祸之故，而多悲少乐，是求祸辞福也。
187.8	盖，蔽也。○承上起下。
187.9	反超然说。
187.10	即《孟子》“勿视其巍巍”之意。
187.11	喻眼界之小。{{*|
187.12	此段言游于物之内，则因其美恶而生忧乐；游于物之外，则无所往而不乐。
187.13	钱塘，属浙江杭州。胶西，即胶州，属山东莱州。○入题。
187.14	采椽不斫。
187.15	安得超然。
187.16	春食苗，夏食叶，秋食花，冬食根。○安得超然。
187.17	反跌一句，起下文。
187.18	正写己之安往而不乐。
187.19	安丘、高密，二县名。
187.20	叙完作台事。○上写因乐而有台，下写因台而得乐。“放意肆志”四字，正为“乐”字写照。上下关锁。
187.21	二山名。秦汉间，高人多隐于此。
187.22	南。
187.23	即秦始皇遣卢生入海，求羡门子高者。
187.24	秦博士。
187.25	东。
187.26	关名。《左传》：齐桓公曰：“赐我先君履，南至于穆陵。”即此。
187.27	太公。
187.28	即桓公。
187.29	西。
187.30	韩信与龙且战，夹潍水而阵。即此。
187.31	韩信封淮阴侯。
187.32	北。○凭今吊古，感慨淋漓，超然山水之外。
187.33	写台。
187.34	写人。
187.35	贤入声。
187.36	娘去声。
187.37	术。
187.38	撷，捋取也。酝酒为酿。秫，稷之粘者，即糯也。瀹，粗熟而出之也。脱粟，才脱谷而已，言不精凿也。○写人与台之日用平常。○“乐”字一振。
187.39	点台名字。
187.40	应前“安往而不乐”及“游于物之外”句。超然之意，得此一结，更畅。
188.1	蘇軾
188.2	神宗年號。
188.3	彭城，今徐州是。
188.4	雲龍山，在州城南，張天驥隱此。
188.5	六。○麓，山足。
188.6	先點作亭。
188.7	承寫因異境作亭。
188.8	又從異境上摹寫一番。
188.9	旬。
188.10	馴，順習也。
188.11	卑。
188.12	澤障曰陂。
188.13	素。
188.14	傃，向也。
188.15	次點名亭。○二段敍事，錯落多致。
188.16	藏「飲酒」二字，作後案。
188.17	挹，酌也。
188.18	三句，是一篇綱領。
188.19	《易·中孚》九二爻辭。言九二中孚之實，而九五亦以中孚之實應之，如鶴鳴於幽隱之處，而其子自和之也。
188.20	《詩·小雅·鶴鳴》之篇。皋，澤中水溢出所爲坎，從外數至九，喻深遠也。言鶴之鳴在於九皋，至深遠矣，而聲則聞於天。猶德至幽，而有至著者焉。
188.21	衛懿公好鶴，出則鶴乘軒而行。一日，敵患，欲禦之，皆曰：「公有鶴，何不以禦敵，乃煩吾爲。」遂亡國。
188.22	《酒誥》，《周書》篇名。商受酗酒，天下化之。妹土，商之都邑，其染惡尤甚，武王以其地封康叔，故周公作《酒誥》以教之。
188.23	《抑》戒，即《詩·大雅·抑》之篇。衛武公行年九十有五，作《抑》戒以自儆。其三章雲：「顛覆厥德，荒湛於酒。」
188.24	晉劉伶、阮籍，崇尚虛無，輕蔑禮法，縱酒昏酣，遺落世事。與阮鹹、山濤、向秀、王戎、嵇康，爲「竹林七賢」。○引鶴，從上名亭來。引酒，從上飲酒來。
188.25	應上「隱居之樂」三句。遠想遠韻，筆勢瀾翻。
188.26	仍就山人作收。
188.27	歌放鶴。
188.28	歌招鶴。
189.1	蘇軾
189.2	里。
189.3	彭蠡，即鄱阳湖。○引《水经》起，更典实。
189.4	力。
189.5	郦道元，注《水经》。
189.6	一说。
189.7	人疑。
189.8	一驳，伏下“简”字案
189.9	少室山人，唐顺宗征为左拾遗，称疾不至。
189.10	宫音。
189.11	商音。
189.12	浮。
189.13	枹，鼓槌也。
189.14	一说。
189.15	余疑。
189.16	一驳，伏下“陋”字案。
189.17	神宗年号。
189.18	齐安、临汝，皆邑名。
189.19	时公之长君苏迈，为饶州府德兴县尉。
189.20	空。
189.21	此即李渤之故智。
189.22	仍然是疑，转下有势。
189.23	兀。
189.24	窄。
189.25	慨。
189.26	一段点缀奇景，惨淡凄其，侵人毛发。伏下“士大夫不肯以小舟夜泊绝壁”句。
189.27	折笔妙。
189.28	增。
189.29	宏。
189.30	噌吰，钟声。
189.31	去声。
189.32	谈。
189.33	烹。
189.34	派。
189.35	一处见闻得其实。
189.36	讲。
189.37	款。
189.38	汤。
189.39	榻。
189.40	窾坎镗鞳，钟鼓声。
189.41	两处见闻得其实。
189.42	亦。
189.43	无射，周景王所铸钟名。
189.44	魏庄子，晋大夫。○两处石声，与古钟声无异。
189.45	始知古人以钟名石为不谬。
189.46	人谓石置水中不能鸣，盖臆断耳。
189.47	简。
189.48	破“人常疑之”句。
189.49	破“余尤疑之”句。
189.50	结出。
190.1	蘇軾
190.2	东坡作此碑，不能得一起头，起行数十遭，忽得此两句。是从古来圣贤，远远想入。
190.3	用是皆二字接，包括古今圣贤多少。
190.4	生不苟生。
190.5	死不苟逝。
190.6	大雅，维岳降神，生甫及申。甫，即吕也；书吕刑，礼记作甫刑，而孔氏以为吕侯，后为甫侯是也。申，申伯也。生有自来。
190.7	庄子，传说乘东维，骑箕尾，而比于列星。逝有所为。
190.8	略证顿住。
190.9	忽然提出气字来。
190.10	猝
190.11	张良，陈平。
190.12	孟贲，夏育。
190.13	张仪，苏秦。
190.14	一遇是气，则贵富智勇辨，皆无所用，纔见浩然。
190.15	顿上起下，有力。
190.16	叠四语，刻画气字。
190.17	以上言古今圣贤殁后必为神。是一篇之目。
190.18	太宗年号。
190.19	明皇年号。
190.20	玄龄。
190.21	如晦。
190.22	崇。
190.23	璟。
190.24	折入。
190.25	文公排异端，明天道，正人心，布衣而挽回世教，其功尤烈。
190.26	宕句得神。
190.27	八代，东汉，魏，晋，宋，齐，梁，陈，隋。
190.28	公原道等篇，奥衍宏深，障百川，迴狂澜，所以救济人心之溺。
190.29	宪宗迎佛骨入禁中，公上表极谏，帝怒，贬潮州。
190.30	镇州乱，杀帅洪正，而立王廷凑，诏公宣抚，众皆危之。公至，对廷凑力折其党。四句，说尽韩公一生。
190.31	应前结住。提笔再起。
190.32	可以智力胜。
190.33	必以精诚感。总二句。
190.34	人。
190.35	易，中孚彖曰，信及豚鱼。天。
190.36	人。
190.37	天。四句，承上启下。
190.38	公有谒衡山有岳庙诗云，我来正逢秋雨节，阴气晦昧无清风。潜心默祷若有应，岂非正直能感通。须臾尽扫众峰出，仰天突兀撑晴空。是诚能开衡山之云也。天。
190.39	谓贬潮州。人。
190.40	旬，
190.41	潮州鳄鱼为患，公为文投水中，是夕暴风震电起溪中，数日水尽涸，西徙六百里。天。
190.42	米，
190.43	博，
190.44	宪宗得公潮州谢表，颇感悔，欲复用之，镈忌公，奏改袁州，李逢吉因台参之事，使公与李绅交斗，遂罢公为兵部侍郎。是不能止谤也。人。
190.45	谓潮州立庙祀公。横插一笔。天。
190.46	公自观察推官入仕，贬山阳，贬潮州，移袁州，行军蔡州，宣抚镇州，是不能一日在朝也。人。
190.47	一点便醒，应上人无所不至二句，收住。
190.48	齐等之民。
190.49	记公于潮。
190.50	记潮于公。
190.51	哲宗年号。
190.52	凡作记，最要补出此一笔。
190.53	听其所令。
190.54	记新庙。下忽作辨难，文情涌起。
190.55	不及一年而去。
190.56	何尝不在潮。
190.57	熏，
190.58	鬼神精气蒸上处是焄蒿，使人精神悚然是凄怆。
190.59	何尝专在潮。现前点拨，妙解妙喻。
190.60	神宗年号。
190.61	昌黎，郡名。
190.62	点出庙门上额。
190.63	点出碑。
190.64	庄子，乘彼白云，游于帝乡。谓公昔日骑龙作马，乘白云于帝乡。
190.65	渊入声，
190.66	诗曰，倬彼云汉。为章于天。谓公以手抉开云汉，分为之天章。
190.67	天孙，织女也。言若织女为织就云锦之裳。此言公之文章。自天而成。
190.68	飘飘然乘高风而降自上帝之侧。
190.69	浊世秕糠，喻世俗文章之陋。此言公从天而降，为一代词章之宗。
190.70	淮南子日出阳谷，浴于咸池，拂于扶桑。谓公西游咸池日欲之地，而略过与扶桑日拂之方。
190.71	公光辉发越，被及草木，犹日月之昭回于天而光明也。此言公光被四表，而为民物质所瞻仰。
190.72	李白，杜甫，唐之诗士。公与之追逐，参列翱翔于其间
190.73	殖，
190.74	张籍，皇甫湜，同名于时，而不及公远甚，汗流者，言其愧汗如流也。走而僵，谓其退避奔走而僵仆也。
190.75	日光沖激，谓之灭没。反从下照，谓之倒影，喻公之道德光辉，炫耀夺目，人不能擬而望之也。此言公之文章道德，大莫能及。
190.76	谓佛骨表。
190.77	公被谪潮州，谓要观南海，窥衡山湘水。
190.78	疑，
190.79	九嶷，山名。在苍梧零陵之间，舜所葬处。英皇，尧女娥皇，女英也。从舜南狩，道死衡湘之间。公历行舜所巡之地，吊娥皇，女英之灵。此言公谪潮，及所经历之处。
190.80	南海之神曰祝融。海若，亦海神。公涉岭外海道。祝融为之先驱于海，而海若亦率怪物一敛藏。
190.81	谓驱鳄鱼之暴。此言公之德足以感神，威足以服物。
190.82	九天，中天曰钧天。言大钧之天无人，而上帝为之悲伤。
190.83	特遣巫阳讴吟，以下招文公。此言公没仍归帝旁。
190.84	薄，
190.85	犦牲，即犁牛。鸡卜，岭表凡小事必卜，名鸡卜鼠卜，羞，进也。言祭以犦牲鸡卜之薄，而进我之觞，所以表诚也。
190.86	公罗池庙碑，荔枝黑兮蕉叶黄，为迎送柳子厚之歌。东坡引用其语，以见潮人祭公，亦如公之祭子厚也。此言庙中陈祭之品。
190.87	伤公之殁。
190.88	韩公诗云，翩然下大荒，被发骑麒麟，东坡用此语，盖祝其来享也。歌词蹈厉发越，直追雅颂。
191.1	蘇軾
191.2	委，
191.3	时任翰林，与吕希哲，范祖禹同进。
191.4	自谦引起。
191.5	设一确喻，便可以转入宣公奏议。
191.6	极赞宣公。
191.7	便发感慨。
191.8	举奏议中大要言。
191.9	荒，育，膈也。心下为膏。左传，晋景公疾病，秦伯使医缓治之。未至，公梦疾为二竖子曰，彼良医也，惧伤我，焉逃之。其一曰，居育之上膏之下，若我何。医至，曰，疾不可为也，在育之上膏之下。攻之不可，达之不及，药不至焉。
191.10	太宗年号。
191.11	反振作顿，起下仁宗当用宣公之言。
191.12	蛤，
191.13	取善不必以时代拘。
191.14	汉文帝谓冯唐曰，昔有为我言赵将李齐之贤，战于巨鹿下，吾每饭未尝不在巨鹿。唐对曰，尚不如廉颇，李牧之为将也。帝拊髀曰，我独不得颇牧为将，何忧匈奴哉。
191.15	潮，
191.16	魏相好观汉故事，数条汉兴以来，国家便宜行事，及晁错仲舒等所言，请施行之。上任用焉。
191.17	此段劝勉仁宗听信之意，最为婉切。
191.18	史记，及两汉书为三史。
191.19	六经。
191.20	子史。
191.21	以经史诸子形出奏议，深明宣公之论，便于观览推行。
191.22	直写乞校正进御之意。
192.1	蘇軾
192.2	元丰四年。
192.3	建安十三年，曹操自江陵追刘备，备求救于孙权，权将周瑜请兵三万拒之。瑜部将黄盖建议以斗舰载荻柴，先以书诈降。时东南风急，盖以十舰著前，余船继进，去二里许，同时火发。火烈风猛，烧尽北船，操军大败，石壁皆赤。赤壁有二，惟蒲圻县西北乌林，与赤壁相对，乃周瑜破曹操处。东坡所游，则黄州之赤壁，误也。
192.4	先赋风。
192.5	祝。
192.6	谓《明月》诗中《窈窕》一章。
192.7	斗、牛，二星。○次赋月。○风、月是一篇张本。
192.8	写秋景二句。
192.9	一苇，谓小舟也。苇，蒹葭之属。《卫风》:“谁谓河广，一苇杭之。”
192.10	平。
192.11	列子御风而行，泠然善也。
192.12	道家飞升遐举，谓之羽化。○赋领受此风此月者，一路都写乐景。
192.13	点出“乐”字。
192.14	贤。
192.15	舷，船边。
192.16	舟中前推曰桨，后推曰棹。
192.17	素。
192.18	摇桨曰击。月在水中，谓之空明。逆水而上曰溯。月光与波俱动，谓之流光。
192.19	美人，谓同朝君子。此先生眷眷不忘朝廷之意也。
192.20	无底者谓洞箫。
192.21	鸟。
192.22	离。
192.23	嫠妇，寡妇也。○忽因吹洞箫发出一段悲歌感慨，起下愀然意。
192.24	悄。
192.25	生出后半篇文字。
192.26	《文选》：魏武帝《短歌》曰：“月明星稀，乌鹊南飞，绕树三匝，无枝可依。”孟德，曹操字也，是为魏武帝。○先引昔所诵诗。
192.27	* |武昌，即鄂州。夏口，在鄂州江夏县西。
192.28	同缭。
192.29	缪，绕也。周瑜，字公瑾，曹操呼为周郎。此谓曹操为周瑜败于赤壁。○现指今所遭境。
192.30	刘琮降。
192.31	自江陵至赤壁。
192.32	逐。
192.33	卢。
192.34	诗。
192.35	朔。
192.36	酾，酌酒也。槊，矛属。曹氏父子鞍马间为文，往往横槊赋诗。
192.37	一段借曹公发端，其伤心却在下一段。
192.38	篇。
192.39	小舟曰扁舟。
192.40	祝。○匏樽，酒器之质者。
192.41	蜉蝣，小虫，一名渠略，朝生暮死。○无有曹公舳舻千里，旌旗蔽空也。
192.42	承上“而今安在”。
192.43	遐想此事。
192.44	终无可奈何也，故借此意于悲声之中。○以上拟客发议，以抒下文。
192.45	现前指点。
192.46	客所知。
192.47	客所未知。○此句说水。
192.48	客所知。
192.49	客所未知。○此句说月。
192.50	舜。○瞬，目摇也。○客所知。
192.51	客所未知。“羡”字应上。○即水、月、天、地以自解，见得天地盈虚消息之理，本无终穷，况眼前境界，自有风月可乐，何事悲感？
192.52	推开一步。
192.53	应前风月。
192.54	风。
192.55	月。
192.56	客曰“况吾与子”，此曰“而吾与子”。一酬一对之间，差却境界多少。
192.57	客转悲而喜。
192.58	籍。
192.59	谢。
192.60	结出人自在。
193.1	蘇軾
193.2	承上篇。
193.3	公年四十七，在黄州寓居临皋亭。就东坡筑雪堂，自号东坡居士。堂以大雪中为之，故名。○写不必定游赤壁。
193.4	黄泥坂，雪堂至临皋之道也。○写不必定约某客。
193.5	赋十月。
193.6	赋望。
193.7	赋自本欲归，客亦偶从。
193.8	仍用“风”、“月”二字，乃长公一生襟怀。
193.9	博。
193.10	薄，迫也。迫晚曰薄暮。
193.11	客创逸兴。
193.12	妇更凑趣。
193.13	泛舟复游。○叙出复游之端，最有头绪。
193.14	状景写情，字字若画。
193.15	感慨多少。
193.16	舍舟登岸。
193.17	巉岩，高危也。
193.18	戎。○披，开也。蒙茸，草卉丛生也。
193.19	石类虎豹之状者，踞而坐之。
193.20	求。
193.21	草木有类虬龙者，登而援之。
193.22	鹘，鹰属，夜则宿于危巢。吾仰而欲攀之。
193.23	平。
193.24	冯夷，水神。息于深渊之幽宫，吾俯而欲窥之。
193.25	上六句，又添此一句，写尽崎岖险仄。
193.26	啸，蹙口出声，以舒愤懑之气。
193.27	写出萧瑟景况。
193.28	先生至此，亦不能不知难而退也。
193.29	舍岸登舟。
193.30	赋出入自在。
193.31	甲。
193.32	空中奇想。
193.33	舍舟登岸。
193.34	应“乐”字。
193.35	同俯。
193.36	借鹤与道士，寄写旷达胸次。
193.37	岂惟无鹤、无道士？并无鱼，并无酒，并无客，并无赤壁，只有一片光明空阔。
194.1	蘇軾
194.2	入手便作疑词,文势曲折。
194.3	楚人。
194.4	引证。
194.5	判断极得。
194.6	即物以验之。
194.7	不必待其已报而后定。
194.8	此句便是如题笔势。
194.9	暗指宋。
194.10	暗指晋国。
194.11	暗指魏国。先虚虚说起。
194.12	王祐。
194.13	厚施。
194.14	不食其报。
194.15	未定之天。
194.16	王旦。
194.17	俱年号。
194.18	既定之天。
194.19	与守文太平之主共天下之福。
194.20	跌宕。
194.21	前言其可必也审矣，此言天之果可必也，正是决词，以应天可必乎之说。转盻有情。
194.22	王素。写世德子孙，故又添出一世。
194.23	此言王氏之得天未已。意思唱叹不尽。
194.24	云，唐人。
194.25	请李棲筠作陪。
194.26	且说同。
194.27	且说同。
194.28	请李棲筠，乃只为此句也。
194.29	此又借相近人出色一番。
194.30	拱，
194.31	又添出一世。
194.32	收结劲健。
194.33	铭意言种槐即使种德。
195.1	蘇軾
195.2	一句伏案。
195.3	俱汉时游侠。
195.4	好侠是一篇之纲。
195.5	仍是侠。
195.6	总是豪侠气概，伏下使酒好剑轻财一段。
195.7	伏岐亭相见。
195.8	伏山中人。
195.9	后汉书，方山冠似进贤冠，以五采。方山子，是想像得名。
195.10	谪黄州监税。
195.11	姓名字，亦点出。
195.12	惊怪之词。
195.13	觉，
195.14	紧接妙，真似一时适见光景。
195.15	告以谪居之故。
195.16	逼真隐士行径。
195.17	描写隐士之乐，刻画入情。
195.18	一顿，便作波澜。
195.19	追叙其侠。
195.20	游侠之态如画。
195.21	得此一转，更见悲壮。
195.22	应前山中之人唤起有得意。
195.23	伐，
195.24	一跌。
195.25	二跌。
195.26	掉转自得意句。有声响。
195.27	作不凡语，余波宕漾。
196.1	蘇轍
196.2	史記，六國俱有世家。
196.3	先怪六國滅亡。
196.4	次爲六國代計。
196.5	次咎當時策士不知天下之勢。下乃發議。
196.6	此言韓、魏爲六國蔽障，爲秦咽喉。深明天下之勢。
196.7	收者，使之附秦也。
196.8	一反更醒。
196.9	引證以明已說之有據。
196.10	八句，只是一句。
196.11	此切責韓、魏。
196.12	此切責東諸侯。
196.13	通篇結穴。下只一意，轉折而盡。
196.14	一轉。
196.15	二轉。
196.16	三轉。
196.17	四轉。
196.18	五轉。
196.19	此段深著自安之計在知天下之勢。
196.20	感嘆作結，遺恨千古。
197.1	蘇轍
197.2	以養氣冒起一篇大意。
197.3	一證。
197.4	司馬遷
197.5	二證。
197.6	跌蕩。
197.7	申明文爲氣之所行，非親嘗者不能道此。
197.8	開宕。
197.9	一
197.10	二
197.11	三
197.12	骨
197.13	虛提以起下四段。
197.14	一
197.15	二
197.16	三○本欲說見太尉，卻自嵩、華、黃河、京師許多奇聞壯觀說來。文勢浩瀚。
197.17	歐陽修
197.18	四○又引一歐陽公，陪起太尉。妙。
197.19	轉接無痕。
197.20	皆周宣一時人。
197.21	一句挽上起下。
197.22	開宕。
197.23	一齊收捲，勢如破竹。
197.24	應奇聞壯觀結束。筆力千鈞。
197.25	又自明志氣。
197.26	住意洒然。
198.1	蘇轍
198.2	西陵即黃州地。
198.3	原
198.4	勉。○湘沅，二水名。漢水出爲漾，東南流爲沔，至漢中東行爲漢沔。
198.5	以亭覽觀江流，故從江敘起。
198.6	齊安，即黃州。
198.7	點亭字。
198.8	倒出快哉。
198.9	叔
198.10	杭
198.11	上聲。
198.12	一段寫當日所見以爲快。
198.13	譬
198.14	詣
198.15	曹操，字孟德。孫權，字仲謀。睥睨，衺視貌。周瑜，權將，嘗破曹操赤壁下。陸遜，亦權將，嘗破曹休，振旅過武昌，權以御蓋覆遜。出入直騁曰馳，亂馳曰騖。○一段弔往古之事以爲快。
198.16	磋
