^:<name=gwgz footnote=ck preload=true>	note
162.昭宗	唐昭宗名李曄，公元889年至904年在位。
162.此輩清流	唐哀帝天祐二年（905年），權臣朱溫在白馬驛（今河南洛陽附近）殺大臣裴樞等人，朱溫手下謀士李振曾多次考進士不中，深恨官紳，因此向朱溫建議：“此輩常自謂清流，宜投之黃河，使為濁流。”于是投尸黃河。文中說是昭宗時事，系作者誤記。清流，清澈的流水，原指門閥制度中的士族地主官僚，后常用以稱負有聲望，不肯與權貴同流合污的士大夫。濁流，渾濁的水流。原指門閥制度中門第低下的庶族地主官僚，這里指品格卑污的人，是雙關語。
162.唐遂亡矣	唐哀帝天祐四年（907年），朱溫取代唐朝，立國號為“梁”。
162.誚	譏嘲。
162.厭	滿足。
162.跡	事跡。
163.君子	指有道德的人，與此對舉的“小人”是指道德不好的人。
163.唐太宗	李世民（626年—649年在位），在位期間實施了許多有利于發展生產的改革措施，是一個有作為的皇帝。
163.六年	即貞觀六年（632年）。貞觀，唐太宗的年號。
163.錄	登記，審查。
163.大辟	死刑。
163.意	估計。
163.冀	希望。
163.賊	偷竊，引申為窺測。
163.烏	哪里，疑問副詞。
163.爾	如此，這樣。
163.堯、舜、三王	都是古代尊奉的“聖王”。堯、舜都是傳說中原始社會后期的部落聯盟領袖。三王，即三代之王夏禹、商湯、周文王和武王。
163.干	求取。
164.京師	國都。這里指北宋國都汴梁（今河南開封）。
164.謂	通“為”。
164.臣	臣服。
164.一	統一。
164.休兵革	指停止戰爭。兵，武器。革，甲胄。
164.四十年	從宋太宗雍熙二年（982年）宋朝第二次出兵征遼戰敗求和，到仁宗天聖八年（1021年）歐陽修中進士，正是四十年的時間。
164.非常	不一般。
164.伏	藏匿，指隱居而不求功名。
164.石曼卿	名延年，宋城（今河南商丘南）人，有詩集，今不傳。
164.廓然	寬闊的樣子。廓，大。
164.放	抒發。
164.意	志向。
164.布衣	平民。
164.庶幾	也許可以。
164.狎	親昵。
164.嘗	應為“常”，唐宋人經常把“嘗”、“常”兩字倒用。
164.陰	暗中。
164.浮屠	梵文佛陀的音譯，即佛。這里指和尚。
164.遺外世俗	把世俗看作外物而遺忘它。其中包含著消極的避世思想。
164.間	隔閡。
164.歌詩	即詩歌。
164.適	達到。
164.河	黃河。
164.濟	濟州，治所在巨野（今山東巨野南）。
164.鄆	鄆州，治所在須城（今山東東平）。
164.困	指境遇艱難窘迫。
164.浩然	闊大的樣子。
164.佛	佛學。
164.胠	打開。
164.橐	盛物的口袋。
164.漠然	寂寞茫然的樣子。
164.崛峍	特起，陡絕。
164.敘	通“序”。指給秘演的詩集作序。
165.達	得志。
165.窮	和“達”相反，指政治境遇的窘迫和不得志。
165.所有	這里指才能、抱負。
165.放	這里是游山玩水的意思。
165.羈臣	指在異鄉求官或做官的人。羈，寄居在外。
165.工	好。
165.蔭	封建社會的一種承襲制度。梅聖俞依靠“恩蔭”，任為河南主簿（掌管文書等事務）。
165.有司	這里指主考官。
165.今	這里是“近”、“即將”的意思。
165.從	聽從。
165.辟書	招聘之書。
165.宛陵	今安徽宣城。
165.說	通“悅”，取悅。
165.王文康公	即王曙，字晦叔，河南人。宋仁宗時宰相。“文康”是謚號。
165.雅頌	這里指像《雅》、《頌》一類的作品。《詩經》分為《風》、《雅》、《頌》三部分，其中《頌》以及《雅》的一部分是當時貴族對他們的祖先歌功頌德的作品。
165.薦	奉獻。
165.清廟	即宗廟。
165.謝景初	字師厚，富陽（今屬浙江）人。
165.洛陽	即今河南洛陽市。
165.吳興	今屬浙江省。
165.次	編。
165.遽	遂。
165.類次	分類編排。
165.京師	國都。
165.銘	這里指作墓志銘。
165.掇	選取。
166.幽	深。
166.宮聲	這里指宮調式，我國古代五聲（宮、商、角、徵、羽）中以宮聲為主的調式。
166.引	琴曲的數量單位。
166.大者為宮，細者為羽	宮是最低者，羽是最高音。聲宏大者音低，聲尖細者音高。
166.雍雍	鳥和鳴聲。
166.舜	傳說中我國父系氏族社會部落聯盟首領，又稱虞舜。
166.文王	即周文王姬昌。舜、文王與孔子同為歷代封建統治階級所尊崇的聖賢。
166.伯奇	周宣王大臣尹吉甫的兒子。吉甫曾聽后妻之言將伯奇逐出，伯奇自傷無罪，投河自盡。
166.屈原	名平，字原，戰國楚人。我國最早的偉大詩人，具有遠大的政治理想，曾輔佐楚懷王。受到貴族集團的讒言、陷害，長期被放逐。他看到自己無力挽救祖國命運，又不忍心眼看楚國淪亡，于是，自投汨羅江而死。
166.堯	傳說中我國父系氏族社會后期部落聯盟領袖。
166.三代	即夏、商、周。
166.易	《易經》。
166.詩	《詩經》。
166.寫	通“瀉”。
166.蔭	子孫因祖上有官爵而受封做官。
166.劍浦	縣名。在今福建南平縣一帶。
167.原	推究。
167.莊宗	指五代時后唐莊宗李存勖，李克用之子。后梁龍德三年（923年）稱帝，建都洛陽，國號唐。同年滅后梁，同光三年（925年）兵變被殺。
167.晉王	指李克用，西突厥沙陀部首領。唐末因鎮壓黃巢農民起義有功，被唐王朝任命為河東節度使，后封為晉王。
167.梁	指后梁太祖朱溫，公元907年至912年在位。朱溫在唐乾符四年（877年）曾參加黃巢起義，后叛變降唐，被任為河中行營招討副使，唐僖宗賜名“全忠”。朱全忠又參加鎮壓黃巢起義，封為梁王。他長期和李克用父子交戰，曾企圖謀害李克用，彼此結下世仇。天祐四年（907年）代唐稱帝，改名“晃”，建都汴（今河南開封），國號梁。
167.燕王	指劉守光。公元909年朱全忠封他為燕王。后背晉歸梁。
167.契丹	古民族名，曾建立遼國。這里指契丹族首領耶律阿保機，即遼王朝的建立者遼太祖。李克用曾和耶律阿保機相會，握手約為兄弟，商定共同舉兵擊梁，但后來阿保機背約遣使和梁通好。
167.其	語氣詞，表示命令或希望的語氣。
167.乃	你。
167.廟	指宗廟，祭祀祖先的地方，即下文的“太廟”。
167.從事	官名。原指三公及州郡長官的僚屬，這里泛指一般官屬。
167.少牢	祭品，古代祭祀，牛、羊、豕各一，稱太牢；只有羊、豕而無牛，稱少牢。
167.告廟	在宗廟禱告。
167.系燕父子以組	后梁乾化元年（911年），劉守光自稱大燕皇帝。第二年，李存勖派兵攻燕，生擒劉守光及其父劉仁恭二人，并用繩索捆綁送到太廟祭靈。系，捆綁。組，原指絲帶或絲繩，這里泛指繩索。
167.函梁君臣之首	后梁龍德三年（923年）十月，李存勖領兵攻梁，梁末帝朱友貞使其部將皇甫麟把他殺死，然后皇甫麟也自殺了。李存勖攻入汴京，把他們的頭裝入木盒，收藏在太廟里。函，這里用作動詞，用木匣裝起來。
167.仇讎	仇敵。
167.一夫	指皇甫暉。后唐同光四年（926年），李存勖妻劉皇后聽信宦官誣告，殺死大臣郭崇韜，一時人心浮動。軍士皇甫暉等作亂，攻入鄴都（今河南安陽市）。
167.倉皇東出	皇甫暉等作亂后，李存勖命令元行欽進行討伐，但久而無功，于是又派李存勖的養子李嗣源率兵討伐，李嗣源到鄴都后，也叛變了，李存勖只好從洛陽前往汴州（今河南開封一帶）。
167.誓天斷發	李存勖到汴州時，李嗣源早已進入汴京（今開封市）。李存勖眼見諸軍離散，十分沮喪，面對隨行臣屬元行欽等人痛哭流涕。這時諸將都相顧號泣，并拔刀斷發，對天發誓，表示誓死效忠后唐。
167.抑	或是。
167.本	考察。
167.自	由。
167.滿招損，謙得益	語出《尚書·大禹謨》。“謙得益”，原作“謙受益”。
167.逸豫	安逸享樂。
167.忘	通“亡”。
167.自然	當然。
167.數十伶人困之	李存勖滅梁后，縱情聲色，寵信樂工、宦官。公元926年伶人郭從謙指揮一部分禁衛軍作亂，李存勖中流矢而死。李存勖死后，李嗣源即位稱帝，國號未改，但李嗣源并不是李克用的血統后代，所以本文說李克用“身死國滅”。
167.忽微	忽和微，古代兩個極小的度量單位名。這里是細小的意思。
167.所溺	所溺愛的人或事物。
168.女禍	指由女人造成的災難。女人是禍水，這是夫權社會所形成的歷史偏見。
168.近	接近皇帝。
168.習	親狎，不正常的親密關系。
168.禍福	偏義復詞，取“禍”字義。
168.碩士	舊指學問淵博的人。
168.帷闥	比喻宮室之內，皇帝身邊。帷，無頂的圍幕。闥，指門內。
168.抉	挖出。
168.種類	這里指宦官的全部黨羽。
168.勢	指事物發展過程中的必然趨勢。
168.斯	就。
168.捽	拔，揪。
168.唐昭宗	李曄，公元889年至904年在位。文德元年（889年），被當時任觀軍容使的宦官楊復恭等擁立為帝。此后，宦官勢力更加強大。昭宗任用崔胤為宰相后，采取了一些抑制宦官勢力的措施，于是宦官劉季述、王彥范等便在光化三年（900年）借機幽禁昭宗，一直到第二年才讓他復位。
169.窮	與“達”相對，舊指仕途不得意。
169.困厄	受困阻。
169.閭里	周代稱二十五家為閭或里，后來用為鄉里的通稱。
169.季子不禮于其嫂	季子即蘇秦，戰國時期洛陽人。據《戰國策·秦策一》載，蘇秦到秦國游說失敗，回到家里時，嫂嫂不為他做飯。后來，他游說六國，為縱約長，兼六國相。有一次路過洛陽，嫂嫂像蛇一樣伏在地上，再三謝罪。
169.買臣見棄于其妻	朱買臣，漢武帝時會稽吳（今江蘇蘇州市）人，字翁子。據《漢書·朱買臣傳》記載，朱買臣家中很窮，靠砍柴為生，同時發憤讀書。他妻子不耐貧苦，離婚另嫁。后來他當上會稽太守。回鄉上任后不久，他的故妻便羞愧自縊了。
169.高車駟馬	古時顯貴者的車乘。高車，原指車蓋高，可以立乘的車子，后泛稱高大的車子。駟馬，古代一車套四馬，因稱駕車的四馬或駕四馬的車為駟馬。
169.旗旄	古代作為儀仗用的一種旗幟。旄，用牦牛尾或鳥類羽毛做的旗桿飾物。
169.駢肩累跡	肩膀挨著肩膀，腳印壓著腳印，形容人多而擁擠。
169.咨嗟	贊嘆。
169.駭汗	因惶恐害怕而出汗。
169.一介	一個，含有渺小的意味。
169.衣錦之榮	比喻榮耀。《史記·項羽本紀》中項羽說：“富貴不歸故鄉，如同穿著錦繡在黑夜里行走，有誰能知道呢？”衣，穿。
169.大丞相魏國公	指韓琦，字稚圭，北宋相州安陽（今屬河南）人，仁宗時進士。寶元三年（1040年）出任陜西安撫使，與范仲淹共同抗御西夏的入侵，名重一時。慶歷三年（1043年）任樞密副使，與范仲淹等推行“慶歷新政”改革，失敗后出任地方官，嘉祐年間又入為樞密使、宰相。英宗時任右仆射，封魏國公。神宗即位后，任司徒，外出兼任相州、大名府等知府。
169.世有令德	世代積善德。令，善美。
169.卿	這里泛指高官。
169.公	對尊長或平輩的尊稱，等于說“先生”。這里指韓琦。
169.擢	擢第，科舉考試登第。
169.高科	科舉中的高等科目，如進士科。
169.顯士	達官。
169.下風	在風的下方，比喻低下的地位。
169.有年	多年。
169.高牙大纛	形容大官的威儀。牙，牙旗的省稱，置于軍前。軍中聽號令，必至牙旗之下。大纛，古時軍隊或儀仗隊的大旗。
169.桓圭袞裳	表示三公以上的高官。桓圭，以桓（也稱為華表）為飾的圭璧，古代帝王、諸侯或三公朝聘祭祀時所執的玉器。袞裳，古代皇帝或三公穿的禮服，上面畫有龍飾。
169.德被生民	把恩德施給人民。被，施加。
169.社稷	本指土神和谷神，后用以代指國家。
169.勒	刻。
169.金石	指鐘鼎（金）碑碣（石）等。因為金石器物不易朽壞，古代統治者常用來銘刻頌詞以流傳后代。后文的“銘彝鼎”義同。
169.聲詩	指樂歌。
169.至和	宋仁宗年號（1054年—1056年）。
169.武康之節	韓琦曾任武康軍節度使，兼并州知州。并州治所在今山西太原市。
169.圃	園地。
169.快恩仇	滿足于感恩報仇，暗指蘇秦、朱買臣等人的行為。按，蘇秦游說秦國失敗后，又游說六國合縱抗秦，帶有報私仇的目的。朱買臣當上會稽太守后，報答了過去對他有恩德的鄉人。快，滿足。
169.矜	夸耀。
169.出入將相	在外為將，在朝為相。按：韓琦曾出任陜西安撫使（邊將），又入拜同中書門下平章事（宰相）。
169.夷	平時。
169.一節	一致。
169.垂紳正笏	形容穩重沉著。紳，古代士大夫束在外面的大帶。笏，也叫手板，古代臣屬上朝時所執的狹長板子，是用玉、象牙或竹木片制成的。
169.措	安排。
169.泰山之安	比喻安穩如泰山。
169.社稷之臣	安邦定國的大臣。
169.盛烈	大業。烈，功業。
169.彝鼎	都是金屬器物。彝，禮器的通稱。鼎，炊器，三足兩耳，古代也作為立國的象征。
169.被弦歌	譜入歌樂。
169.邦家	國家。
170.修	歐陽修自稱。古代人自謙稱名。
170.滁	滁州，治所在今安徽滁縣。
170.滁水	即滁河，流經滁州。
170.豐山	山名，在今滁縣城西。
170.特立	挺立。
170.幽谷	深谷。一說豐樂亭下紫微泉原名幽谷。
170.窈然	深遠的樣子。
170.滃然	大水洶涌的樣子。
170.五代	指唐朝滅亡以后出現的后梁、后唐、后晉、后漢、后周五個朝代。
170.干戈	古代的兵器，這里指戰爭。
170.太祖皇帝	指宋太祖趙匡胤，當時他任后周殿前都點檢。
170.周	指五代時的后周。
170.李景	即李璟，南唐的皇帝。
170.清流山	在今滁縣城西南。
170.皇甫暉	南唐江州節度使。
170.姚鳳	南唐團練使。
170.圖記	地圖、文字記載。
170.故老	這里指那些經歷過戰亂的老人。
170.所在	地方。
170.敵國者	這里指和國家相匹敵的割據勢力。
170.聖人	這里指宋朝開國皇帝趙匡胤。
170.四海一	指國家得到了統一。
170.向	從前。
170.險阻	險要之地。
170.漠然	這里是寧靜無事的意思。
170.不見外事	不和外界接觸。
170.畎畝	田地，田間。
170.涵煦	滋潤化育。
170.掇	拾取。
170.幽芳	香草。
170.蔭	乘涼。
170.刻露	清晰地顯露出來。
170.刺史	官名。宋代習慣上作為知州的別稱。歐陽修此時為滁州知州，根據習慣自稱為刺史。
171.滁	州名，治所在今安徽滁縣。
171.瑯琊	瑯琊山，在滁縣西南十里，相傳因東晉瑯琊王司馬睿（元帝）避難于此而得名。
171.太守	郡的長官叫太守。宋代廢郡設州（或府），無太守職稱，但人們常把知州（或知府）稱作太守。
171.林霏	林中云氣。
171.暝	昏暗。
171.繁陰	濃密的樹陰。
171.涂	通“途”。
171.傴僂提攜	這里指老人和小孩。傴僂，腰彎曲背的樣子。提攜，攙扶，帶領著走。
171.泉香而酒洌	由于用泉水釀酒，泉水具有香味，酒色也很純凈。
171.山肴	這里指野味。肴，魚肉等葷菜。
171.蔌	野菜。
171.絲	絲竹，泛指音樂。絲，弦樂器。
171.竹	管樂器。
171.射	這里指投壺，古代宴會時常玩的一種游戲，把箭投向壺里，按投中的次數多少決定勝負，輸了的罰酒。
171.觥	古代的酒器之一。
171.籌	酒籌，行酒令時用以計數的簽子。
171.頹	倒。
171.陰翳	覆蓋、遮蔽。
171.廬陵	縣名，今江西吉安市。
172.歐陽子	歐陽修自稱。
172.方	正在。
172.悚然	恐懼的樣子。
172.淅瀝	象聲詞，這里形容雨聲。
172.瀟颯	風雨驟至聲。
172.砰	通“澎”。
172.鏦鏦錚錚	金屬相互撞擊聲。
172.枚	形狀如箸，兩端有帶，可系于頸后。古代進軍襲擊敵方時，常令士兵銜于口中，以防喧嘩。這種做法叫做“銜枚”。
172.明河	這里指銀河。
172.噫嘻	驚嘆聲。
172.霏	云飛的樣子。這里是消失的意思。
172.栗冽	通“凜冽”，寒冷。
172.砭	古代用于治療的石針。這里用作動詞，即刺的意思。
172.綠縟	綠草茂密。
172.蔥蘢	草木青翠茂盛。
172.拂	掠過，拂拭。
172.氣	古人認為大自然中彌漫著一種氣，這種氣四季是會發生變化的，如春天是陽和之氣，秋天是肅殺之氣。
172.刑官	即司寇，古代掌管刑獄、糾察的官。古人將職官與天地四時相配，司寇稱為秋官，取其殺戮之意。
172.于時為陰	古人以春夏為陽（春天陽氣始出，夏天陽氣極盛），秋冬為陰（秋天陰氣始出，冬天陰氣極盛），所以這里說秋天“于時為陰”。
172.于行為金	行，五行，指金、木、水、火、土五種物質。古代一些思想家曾用五行來解釋世界萬物的生成及相互關系，并把它們同四季相配，五行配四季，秋為金。
172.天地之義氣	《禮記·鄉飲酒義》說：天地肅殺之氣，始于西南方，到西北方時是極盛的頂點，這是“天地之義氣”。由西南方到西北方，正是秋的方位。
172.商聲	五聲（宮、商、角、徵、羽）之一。古人將五聲和四時相配，秋屬商。古人又將五行和五方（東、南、中、西、北）、五聲相配，秋主西，而秋又屬商聲，所以說“商聲主西方之音”。
172.夷則為七月之律	夷則是七月的音律。古音分十二律，即十二個高度不同的標準音：黃鐘、大呂、太簇、夾鐘、姑洗、仲呂、蕤（ruí）賓、林鐘、夷則、南呂、無射（yì）、應鐘。古人又將樂律和歷法聯系起來，十二律和十二月相配，夷則配七月。​
172.渥然丹者	指豐腴紅潤的臉龐，這里比喻年輕人的容貌。渥然，潤澤的樣子。
172.槁木	即枯木，這里比喻衰老。
172.黟然黑者	指烏黑的頭發，這里比喻健壯。黟然，黑的樣子。
172.星星	這里形容鬢發花白。
172.戕賊	殘害、傷害。
172.睡	打瞌睡。
172.唧唧	蟲子鳴叫聲。
173.維	發語詞。
173.治平四年	公元1067年。治平是宋英宗的年號（1064年—1067年）。
173.具官	唐宋以來，在公文函牘等底稿上，常把應寫明的官爵品位簡寫為“具官”。
173.尚書都省令史	尚書都省，官署名，即尚書省。令史，官名，三省六部及御史臺低級事務員。
173.李敭	事跡不詳。
173.太清	地名，在永城縣（今河南商丘東南有永城），石曼卿的故鄉。石曼卿死后埋在這里。
173.清酌庶羞	指祭祀酒食。清酌，一般專指祭祀用酒。庶羞，肴美叫羞，品多叫庶。
173.奠	置酒食而祭。這里用作名詞，祭品。
173.英	指杰出人物。
173.靈	神靈。
173.暫聚之形	古人認為天地萬物都是由“氣”積聚而成，人體也是這樣。形，指人的肉體。
173.卓然	高超的樣子。
173.簡冊	指史書。
173.昭	明亮。
173.仿佛	依稀想象的意思。
173.軒昂	儀表英俊非凡。
173.磊落	心地光明正大。
173.突兀崢嶸	指人的品質氣魄突出不凡。
173.意	料想。
173.精	精華，事物中之最佳者。
173.靈芝而九莖	靈芝，一種稀有的藥用菌類植物，古人把它看作瑞草。九莖，指靈芝的莖很多。
173.奈何	怎么。
173.走磷	閃動的磷火，俗稱“鬼火”。
173.飛螢	一種尾部能發光的昆蟲，俗稱“螢火蟲”。
173.躑躅	徘徊不前的樣子。
173.咿嚶	象聲詞，禽獸鳴叫聲。
173.更	經歷，經過。
173.狐	狐貍。
173.貉	形似狐的一種野獸，亦稱狗獾。
173.鼯	形似松鼠，生活在森林里。
173.鼪	即黃鼬。按，這四種動物都是晝伏夜出的夜行性動物。
173.累累	相連不斷的樣子。城，這里指墳墓。
173.疇昔	往日。
173.隕涕	落淚。
173.太上	最上的人，指聖人。
173.尚饗	表示希望死者靈魂來享用祭品。舊時祭文常用作結語。尚，表示希望的意思。饗，享用祭品。
174.皇考	舊時對亡父的敬稱。
174.崇公	崇國公，歐陽修父親歐陽觀的封號。
174.卜吉	舊時埋葬死人前用占卜的方法來選擇吉祥的墓地。這里指埋葬。
174.克	能。
174.表	這里用作動詞，修墓表。
174.太夫人	即國太夫人，歐陽修母親的封號。宋代按官員的官階高下，對其曾祖母、祖母和母親分別授予國太夫人、郡太夫人、郡太君、縣太君等封號。
174.俾	使。
174.姑	丈夫的母親，即婆婆。
174.歸	舊稱女子出嫁。
174.適	才。
174.求其生	這里指設法免除死刑。
174.恨	遺憾。
174.矧	何況。
174.歲行在戌	木星運行到戌年。歲，歲星，即木星。古人認為木星十二年繞天一周，每年行經一個特定的星空區域，故把木星運行經過的軌道分為十二等分，并按一定方位配以子丑寅卯辰巳午未申酉戌亥十二地支，用以紀年。
174.要	要旨，關鍵。
174.咸平	宋真宗趙恒的年號（998年—1003年）。
174.道州	州治在今湖南道縣。
174.判官	官名。宋代在各州、府設置，為州、府佐吏；各路經略使、宣撫使、轉運使也設判官，職位略低于副使。
174.泗、綿二州	泗州治所在今安徽泗縣。綿州治所在今四川綿陽縣。
174.推官	宋代州、府長官的屬官，掌管司法。
174.泰州	治所在今江蘇泰縣。
174.沙溪	地名，在今江西永豐縣南。
174.福昌縣	今河南宜陽縣。
174.樂安	郡名。郡治在今山東博興縣。
174.安康	郡名。郡治在今陜西漢陰縣。
174.彭城	郡名。郡治在今江蘇徐州市。
174.夷陵	縣名。今湖北宜昌市。
174.自先公之亡二十年	即宋仁宗天聖八年（1030年）。這一年，歐陽修中進士，任將仕郎、西京留守推官。
174.贈封	皇帝對官員本身及其妻室、父母和祖先所賜的官爵；對女性“敘封”簡稱為“封”，對男性“贈官”簡稱為“贈”。下文說到歐陽修祖宗三代的官爵都屬于贈封。
174.龍圖閣直學士	侍從皇帝的文官。龍圖閣，保管皇帝的御書、典籍等物的閣名。設有學士等官。直學士，其品位僅次于學士。
174.尚書吏部郎中	官名。宋代尚書省吏部設郎中四人掌握官員的任免、贈封等事。
174.留守南京	宋代，西京、南京、北京各置留守一人，以知府兼任。南京為應天府，治所在今河南商丘市。
174.副樞密	即樞密副使，又稱同知樞密院事，是中央軍事機關的副長官。
174.參政事	宋初以資歷較淺的官加參知政事銜，為實際上的副宰相，與宰相同議政事。
174.二府	北宋掌管軍事的樞密院和掌管政務的中書省并稱二府。
174.嘉祐	北宋仁宗趙禎的年號（1056年—1063年）。
174.錫	通“賜”。
174.府君	舊時子孫對其祖先的敬稱。
174.金紫光祿大夫、太師、中書令	這里都是褒贈之官。光祿大夫，宋代為文職階官稱號，是散官。加金章紫綬者為金紫光祿大夫，正三品。太師，三公（太師、太傅、太保）之一，宋代無實職，加太師銜，只表示恩寵。班次在金紫光祿大夫之上。中書令，這里也是贈官，一般授于有特殊資望者，但也常加于武官。
174.妣	對去世的母親的尊稱。
174.尚書令	宋代無實職，為贈官，班次在太師之上。
174.今上	指當時在位的宋神宗趙頊（xū）（1068年—1085年在位）。
174.郊	郊祀，皇帝祭天大典，常在這時對臣下加官贈封。宋神宗初次郊祀的時間是熙寧元年（1068年）十一月丁亥日。
174.躬	親身。
174.實	事實上。
174.三朝	指宋仁宗、英宗、神宗三朝。
174.錫命	指皇帝封贈的詔書。
174.熙寧	宋神宗的年號（1068年—1077年）。熙寧三年（1070年）是庚戌年。
174.辛酉朔	辛酉這一天是四月初一。
174.乙亥	四月十五日。
174.推誠、保德、崇仁、翊戴	這些都是宋代賜給皇子、皇親及臣僚的褒獎之詞。
174.觀文殿學士	宋代官制，宰相免職以后授觀文殿大學士。歐陽修曾任副宰相（參知政事），故授觀文殿大學士。
174.特進	宋代文散官的第二階，正二品。
174.行	兼。宋制，以高職兼較低職稱“行某官”。
174.兵部	尚書省六部之一，掌管武官選用和兵籍、軍械、軍令等事務。
174.尚書	六部的首長。
174.知青州軍州事	宋代派朝臣管理州一級地方行政，帶“權知某州軍州事”銜，兼管軍事，簡稱“知州”。青州，州治在今山東益都縣。
174.內勸農使	宋代為州官的兼職，掌管農事。
174.京東路	宋地方分區名稱。轄境相當于今山東東南部和河南、江蘇部分地區。
174.安撫使	官名，宋代為一路的軍政長官，有節制兵馬、賞罰官吏等權力。
174.上柱國	宋代勛官十二級中最高一級。
174.開國公	宋代封爵十二等的第六等。
174.食邑	享用封地的租稅。下句的“食實封”，是實際封給的食邑。宋制，食邑從一萬戶至二百戶，食實封從一千戶至一百戶，有時可以特加。又宋代封爵的食邑和實封只是名義上的榮譽，實際上并不按這個數字給俸祿。
175.管仲	名夷吾，字仲。春秋初期政治家。由鮑叔牙推薦給齊桓公，被任命為卿，是齊桓公最得力的助手。他在齊國推行一系列新措施，使齊國的力量得到很大的發展。
175.齊威公	即齊桓公。姓姜，名小白。公元前685年至前643年在位。宋人為避宋欽宗趙桓的名諱，改桓為威。他在管仲的輔助下，以“尊王攘夷”為口號，多次大會諸侯，成為春秋時期的第一個霸主。
175.攘	排斥。
175.夷狄	古代對少數民族的蔑稱。
175.豎刁、易牙、開方	三人都是齊桓公的寵幸近臣。管仲死后，他們三人共同專權。桓公死，諸子爭立，他們借機大肆殺戮齊國大臣，擁立公子無虧為國君，齊國因此發生內亂。豎刁，“刁”也作“刀”、“貂”，相傳他為了進入齊內宮而自閹。易牙，一作“狄牙”。開方，原衛國公子，后離開衛國，拋棄雙親，臣事齊桓公。
175.薨	周代諸侯死亡稱作“薨”。
175.五公子	指公子武孟、公子元、公子潘、公子商人、公子雍。
175.簡公	齊簡公，公元前484年至前481年在位。
175.鮑叔	即鮑叔牙，春秋時齊國大夫，以善于知人著稱。年少時和管仲友善。在公子糾和齊桓公的爭權斗爭中，管仲輔佐公子糾，他輔佐齊桓公。齊桓公即位后，要任命他負責管理國內外事務，他謝絕了，并推舉管仲。齊桓公聽從他的意見，重用管仲，從此齊國逐漸強盛起來。
175.顧	但是。
175.舜	傳說中父系氏族社會后期的部落聯盟領袖。
175.四兇	指共工、鯀、歡兜和三苗首領。
175.仲尼	孔子的字。魯國人，春秋末期著名政治家、思想家、教育家，儒家學派創始人。
175.少正卯	春秋末期魯國大夫。史書記載，孔子任魯國司寇時，少正卯被殺。
175.非人情	管仲認為豎刁、易牙、開方三人，既然能夠做出自閹、殺兒、背親這種不近人情的事，也就不可能忠于君主，所以希望齊桓公不要親近他們。
175.彈冠	彈去帽子上的灰塵。
175.縶	用繩索絆住馬足。這里是束縛的意思。
175.匹夫	這里指普通人。
175.幸	僥幸。
175.悉	全部。
175.因	順著，趁著。
175.五伯	即五霸。春秋時期，齊桓公、晉文公、楚莊王、宋襄公、秦穆公，曾先后稱霸諸侯，史稱五霸。
175.威、文	即桓、文。文，指晉文公，公元前636年至前628年在位，繼齊桓公稱霸。
175.靈公	指晉靈公，晉文公之子，公元前620年至前607年在位。
175.孝公	指齊孝公，齊桓公之子，公元前642年至前633年在位。齊桓公死后，他在宋國的支持下奪得了王位。
175.襲	繼承。
175.盟主	古代諸侯盟會中的首領。
175.肖	這里是賢明的意思。
175.老成人	原指“年老成德之人”，后指閱歷多而辦事穩重的人。
175.惑	這里指困惑不解。
175.仲之書	指《管子》。相傳為管仲所撰，實際上是后人根據管仲的言行編纂而成的。
175.賓胥無	齊國大夫，齊桓公時賢臣。
175.疏	陳述，列舉。
175.逆知	預先測知。
175.誕謾	荒誕無稽。
175.史鰍	字子魚，也叫史魚，春秋時衛國大夫。
175.蘧伯玉	春秋時衛國大夫，衛靈公時賢臣。
175.彌子瑕	春秋時衛國大夫，善于奉承，曾深得靈公寵愛。
175.身后之諫	衛靈公不用蘧伯玉而用彌子瑕，史鰍多次進諫，靈公一直不聽。史鰍臨死前，令其子把自己的尸體放在窗下，以表示死后仍要進諫。靈公來吊喪，看到這種情況感到奇怪，史鰍的兒子就跟他說明了原因。靈公醒悟，于是不用彌子瑕而用蘧伯玉。
175.肖何	隨漢高祖劉邦起兵，后為漢朝丞相。在漢政權的建立和鞏固過程中發揮了重要的作用。他生病時，漢惠帝劉盈前往看望，并問以后誰能繼他為相，肖何推薦了曹參。
175.曹參	隨劉邦起兵，屢建戰功，繼肖何為漢丞相，恪守肖何成法。
176.理	情理。
176.靜	清凈，冷靜。即在任何時候，任何場合，都不受外界事物和表面現象的干擾、迷惑。道學家崇尚“靜”，認為這是最高的道德修養。靜者，即指達到了這種修養的人。
176.月暈	月亮周圍的光環。
176.礎	柱子下面的石礅。
176.疏闊	寬大廣闊。這里有渺茫難以捉摸的意思。
176.天地陰陽之事	指自然界的一切現象。陰陽，中國古代哲學的一對基本范疇。指自然界兩種對立和互為消長的物質勢力，并以此解釋一切現象的變化。
176.奪	干擾，牽制。
176.山巨源	名濤，晉初人，曾任吏部尚書、太子少傅等官職。當時選用人員，他都親作評論。當時的士大夫認為他善于識別人才。
176.郭汾陽	即郭子儀，唐中期著名大將，以平定安史之亂有功，被封為汾陽郡王。
176.忮	忌恨。
176.惠帝	指晉惠帝司馬衷，公元290年至306年在位。以昏庸愚蠢出名。在位期間，由其妻賈后專權，釀成“八王之亂”。相傳公元306年被東海王司馬越毒死。
176.中主	中等才能的皇帝。
